Date,Advisory,Patch commit(s),Affected by CHERI kernel,,,,,,,Can unpatch?,Local / Remote,Overflow,DoS,Exec,Disclosure,"Corrupt
Memory",Not memory safety bug,"Arch
Specific",UaF (UMA/kmalloc),"Race or
TOCTTOU",Priv Escalation,Affects network stack,NULL ptr dereference,NOTES,History
2004-10-04,FreeBSD-SA-04:15.syscons,611fe940a3f8e543d2d35ee4e4ac916e0c94f864,,,X,,,,,,local,X,,,X,,,,,,,,,"Missing syscons ioctl input validation, negative coordinates may be used to index into the syscons frame buffer",
2004-06-30,FreeBSD-SA-04:13.linux,97f3bd9e54fd321453cc7e3688541843333b8e05 36db02ff0b16f7e9c9ad41f58c012ddc38cc5e41,?,?,?,,,,,Feasible,local,X,,,,X,,,,X,,,,Missing input validation and copyin in some linux compat ioctl.,
2004-06-07,FreeBSD-SA-04:12.jailroute,rtsock.patch,,,,,,,X,,local,,,,,,X,,,,X,,,Missing jail check,
2004-05-19,FreeBSD-SA-04:11.msync,827f9222d6beb5494a0fd38ff7b3d4c11d9003aa,,,,,,,X,,local,,,,,,X,,,,,,,Block cache inconsistency bug may prevent changes to be committed to disk,
2004-03-29,FreeBSD-SA-04:06.ipv6,a5d1aae31a3f8bac611c91cfff0f4fe4e6c109ca,X,X,,,,,,,local,,X,,X,,,,,,,X,,"Access to IPv6 user-provided sockval and socklen without copyin. Note that the sockval argument is an user-provided pointer that is accessed without validation. This seems particularly bad as the sockval is cast to different types in ip6_setpktoption(). The buffer is always used there only to read from, therefore a forged pointer from the user gives an arbitrary kernel memory read primitive, which in some cases may lead to leaking capabilities, for example in6_pktinfo is large enough (if it was not defeated by pointer integrity). The getsockopt() path is not affected as there is a copyout there. Bounds checking here probably does not help much because lengths seem to be enforced decently already but I may be wrong for some odd corner case.",
2004-03-02,FreeBSD-SA-04:04.tcp,12e2e970515339729eccebdc751afb97fa0af6fa,,,,,,,X,,remote,,X,,,,X,,,,,X,,TCP reassembly queue leads to mbuf exhaustion,
2004-02-25,FreeBSD-SA-04:03.jail,57f22bd4afcdf114d36431cf485a0a73c2c2d79f,,,,,,,X,,local,,,,,,X,,,,X,,,Missing check in jail_attach,
2004-02-05,FreeBSD-SA-04:02.shmat,b00a3c85dac8a3429a32782735dd697746f31302,,,,,T,,T,Feasible,local,,,,,X,,,X,,,,,"It may be possible to make a shared memory segment reference unallocated kernel memory, which leads to badness if reused. Not sure if temporal safety would help",
2003-10-03,FreeBSD-SA-03:17.procfs,8b7358ca435297c386e8005a77868308bb124e1d,,,X,,,,,Maybe feasible,local,X,,,X,,,,,,,,,Kernel stack leak in procfs via uiomove. uio_offset unchecked when indexing into kernel memory buffers. This also affects leaking stack via overflow read of an sbuf. ,
2003-10-02,FreeBSD-SA-03:16.filedesc,filedesc.patch,,,,,T,,T,Feasible,local,,X,,,,,,"X UMA Files zone, filedesc table",,,,,filedesc reference count wrongly handled in readv. Can lead to premature free of a file struct and related UaF. CHERI temporal safety may help,
2003-09-23,FreeBSD-SA-03:14.arp,fedf1d01a20434d2392f16105c85d5f1f33b0839,,,,,,,X,,remote,,X,,,,X,,,,,X,,ARP cache excess size leads to memory exhaustion,
2003-08-10,FreeBSD-SA-03:10.ibcs2,e059b0f0164394576d692cbcc9fa7ae4c0b4281c,,,X,,,,,,local,X,,,X,,,i386,,,,,,Kernel stack structure overflow via copyout leaks kernel stack to userland. NOTE: Would be dangerous on a hybrid kernel because kstack may contain kernel capabilities.,
2003-08-10,FreeBSD-SA-03:09.signal,007e25d95aae1b0d151b33c5c7ac87a097ac6c92 41b3077a6c8c6a258c45f6ab00c3df35bb5184dc,,,X,,,X,,Feasible,local,X,X,,,X,,,,,,,,Without INVARIANTS this gives a write primitive on kernel memory via SIGADDSET (I believe). This should be limited in the way it can corrupt memory because the overflowed signo is used both as an index in the sigset and to compute the bit to flip in the sigset word. Subobject bounds on td_siglist would further stop corruption of the thread struct.,
2003-02-24,FreeBSD-SA-03:03.syncookies,a432399c5682a3d2b91b6801b94032cdce1a1330,,,,,,,X,,remote,,,,,,X,,,,X,X,,SYN cookie secret is too short,
2003-01-07,FreeBSD-SA-02:44.filedesc,f0c093284d4f7194f359d79031d39ee661714057 fpathconf.patch,,,,,?,,T,Feasible,local,,X,,,,,,"X UMA Files zone, filedescent table ",,X,,,"filedesc reference count wrongly incremented can lead to wrapping and free() of file descriptor, leading to erroneous reuse. CHERI kernel temporal safety may help by avoiding reallocation of the same file struct and garbage collecting the dangling capabilities.",
2002-08-19,FreeBSD-SA-02:38.signed-error,82d9ad331ac0a07c584b40ac3fb32498467dd9a5 5b770403b539801d3a313a78da248bf33b292b9e,,,X,,,,,,local,X,,,X,,,,,,,,,Signed overflow due to missing lenght checks in syscalls can cause copyout of kernel memory.,
2002-08-05,FreeBSD-SA-02:37.kqueue,ea4c8f8ca1e0c1d0ec872dc2e90ae97df5ccbc2c,,X,,,,,,Feasible,local,,X,,,,,,,,,,X,NULL pointer dereference (via SLIST_INSERT) in pipe_kqfilter,
2002-08-05,FreeBSD-SA-02:35.ffs,ffs.patch 8680d6985f7e96c0a02896257ed310c2ac88089d 8f42fb8fc9f98f98f7c005ddca17b901c39cbbeb,,,,,,,X,,local,,,,,,,i386/alpha,,,,,,"Resolving the commit is uncertain. This seems related to ffs_oldfscompat_read, where the maxfilesize check has been moved. The patch shows the same fix in ffs_mountfs. The bug seems to allow FS corruption or arbitrary RW on files. From the patch, it seems that previously vm_pindex_t is only 32bit wide and a larger file can not be backed by vm_object nicely. I'm not sure what happens when or where this overflows. The exact mechanism is unclear so mark as CHERI does not help but this is probably memory-safety related.",
2002-07-12,FreeBSD-SA-02:30.ktrace,ktrace.patch,,,,,,,X,,local,,,,,,X,,,,X,,,"Local users are mistakenly allowed to ktrace privileged processes, leading to privilege escalation.",
2002-05-29,FreeBSD-SA-02:26.accept,e1f1827f98282d9d78aae61bfebd23646abf4071,,,,,,,X,,remote,,X,,,,X,,,,,X,,Missing queue draining,
2002-04-22,FreeBSD-SA-02:23.stdio,e983a3762bdd887b8591e44de04182937e7a5d9c,,,,,,,X,,local,,,,,,X,,,,X,,,File descriptors for sUID executable's stdin/out/err are not always reserved.,
2002-04-18,FreeBSD-SA-02:22.mmap,8c5dffe8cafee8addbc1229902ebba5b7d1f62a6,,X,,,,,,,local,,X,,,,,,,,,,X,NULL pointer dereference due to missing check in vm_map.c,
2002-04-17,FreeBSD-SA-02:21.tcpip,e3f406b3c1f506c48f09fed9dc1588172a655465,,,,,,,X,,remote,,X,,,,X,,,,,X,,Reference count decrement error leads to memory leak via ICMP echo reply message.,
2002-04-16,FreeBSD-SA-02:20.syncache (duplicate SYN),0cab7c4b086b1d81ec4f3d5a1fc2a06dbb35a746,,,,,?,,T,,remote,,,,,,,,X,,,X,,"Access to stale syncache pointer may cause a crash. The syncache sc structure holds a pointer to the inpcb of the socket that created it. If the socket was somehow released and a new socket created for the same endpoint, the old pointer from the syncache is not updated when receving a duplicate SYN, instead the old pointer is left unchanged. This is a use after free. CHERI might help if the old inpcb is quarantined or revoked. The impact of stale socket data is unclear.",
2002-04-16,FreeBSD-SA-02:20.syncache (syncookie accept),cc3e7eecb1b1f969de96f82283e0a193ed58123b,,X,,,,,,,remote,,X,,,,,,,,,X,X,"Access to stale syncache pointer may cause a crash. The syncache sc structure holds a pointer to the inpcb. The pointer is uninitialized, and leads to NULL pointer dereference. CHERI helps in the absence of NULL mapping mitigations.",
2002-02-06,FreeBSD-SA-02:09.fstatfs,10cc6dff87ddac48c2342661ef47b0e156222243,,X,,,,,,Feasible,local,,X,,,,,,,X,,,X,Kernel panic from NULL+offset pointer dereference,
2002-01-24,FreeBSD-SA-02:08.exec,9ca45e813c21c73c7c96121963a378811a4e5039,,,,,,,X,,local,,,,,,X,,,X,X,,,Race in attaching debug hooks to setUID binary on exec,
2001-08-17,FreeBSD-SA-01:53.ipfw,9f81cc840b11e57527a75083c4170734f749729e,,,,,,,X,,remote,,,,,,X,,,,X,X,,Flaw in ipfw causes erroneous matching in p2p interfaces.,
2001-08-06,FreeBSD-SA-01:52.fragment,690a6055ffec3b387c4a8412fbf0e975df041bc5,,,,,,,X,,remote,,X,,,,X,,,,,X,,DoS due to limitation of reassembly queues,
2001-07-10,FreeBSD-SA-01:42.signal,333ea48563af190b8265eccbfeddc32b64fa41e0,,,,,,,X,Feasible,local,,,,,,X,,,,X,,,Improperly share signal handlers on exec. Potentially affects CHERI as an executable capability might be leaked to another address space (i.e. the signal handler pointer called).,
2001-05-02,FreeBSD-SA-01:39.tcp-isn,f0a04f3f51485131962ee392decaedefe989018c,,,,,,,X,,remote,,,,,,X,,,,X,X,,TCP sequence number PRNG statistical analysis. Result into spoofing,
2001-04-16,FreeBSD-SA-01:32.ipfilter,ipfilter.patch,,,,,,,X,,remote,,,,,,X,,,,,X,,IPfilter rule bypass,
2001-03-22,FreeBSD-SA-01:30.ufs-ext2fs,91cc89dd77c2fc5dc25b55adea1779ddd18e719e,,,,,,,X,,local,,,,X,,X,,,X,,,,I/O block zeroing bypass can lead to restricted file disclosure,
2001-01-23,FreeBSD-SA-01:08.ipfw,65450f2f77f82c5083ecd137a9c02767423cdf13,,,,,,,X,,remote,,,,,,X,,,,,,,"Flag masking in TCP packet, ipfw rule bypass",
2000-12-18,FreeBSD-SA-00:77.procfs (1),ab3240e1987eced9159e253ab997d8afe4e54995,,,,,,,X,,local,,,,,,X,,,,X,,,"Insufficient access control on /proc/<pid>/{mem,ctl} allow unprivileged user to gain access to the procfs nodes (the trigger is explained well in the advisory).",
2000-12-18,FreeBSD-SA-00:77.procfs (2),ab3240e1987eced9159e253ab997d8afe4e54995,,,,,,,X,,local,,X,,,,X,,,,,,,DoS due to logic error causes infinite loop when a process maps own /proc/<pid>/mem.,
2000-12-18,FreeBSD-SA-00:77.procfs (3),ab3240e1987eced9159e253ab997d8afe4e54995,,,X,,,,,Feasible,local,stack,,,,stack,,,,,,,,Kernel buffer overflow in procfs_dostatus(). A stack-allocated buffer may be overflowed when a long jail pr_name value is set. This should be stopped by CHERI.,
2000-10-06,FreeBSD-SA-00:52.tcp-iss,be515d91ad5712504fd074b5754f4c996fbdf00a,,,,,,,X,,remote,,,,,,X,,,,,X,,"TCP uses weak initial sequence numbers, allowing an attacker to spoof the handshake and send data into the stream. This is not related to memory safety.",
2000-08-28,FreeBSD-SA-00:42.linux,03567510a805f30de80fff8244292ad0ffa923e0,X,,X,,,,,"Hard, ancient linux compat",local,usr stack,,,,usr stack,,,,,,,,"The stackgap code was terrible. The spare stack space between the user stack and PS_STRINGS (which has at least SPARE_USRSPACE bytes) is used to hold a temporary path constructed for the linux compat layer ""shadow"" filesystem. This was done without bounds checking, so long pathnames can overflow the stack allocation. The advisory claims this is a kernel stack overflow however it looks to me that the user stack is being trashed here, also the direction of the overflow is towards the bottom of the stack, where unmapped memory should be, so this would trash ps_strings at most? Either way CHERI should catch the overflow with the stack capability. The code would have required manual changes anyway due to the stackgap pointer provenance, which likely would have uncovered the issue.",
2000-08-28,FreeBSD-SA-00:41.elf,25ead034629f19beba8ce1d70becd28d28805a55,,,,,,,X,"Hard, depends on pmap impl",local,,X,,,,,,,,,,,"imgact_capability in ELF loader may catch it but if the ELF phdr is malformed, the reservation will be malformed and still lead to a larger-than-file pmap req. I believe CHERI would not have caught this if vm_map_find() was used, as it would have attempted to return a new reservation for the page, regardless of the imgact capability.",
2000-06-19,FreeBSD-SA-00:23.ip-options,707d00a304a4c59dece848bc1d2f3b676097cc42,,,X,,,,,Feasible,remote,X,X,,,,,,,,,X,,mbuf m_data accessed via mtod is bounded,
2000-05-23,FreeBSD-SA-00:19.semconfig,b423446cc08f33e22a2009fdcce1656bc8d3d5a2 86c25021825c263d08e45902c95edbd7976f1398,,,,,,,X,,local,,X,,,,X,,,,,,,"An undocumented system call was erroneusly exposed to unprivileged users, allowing a local attacker to hang all processes on exit(). This causes a local DoS, unrelated to memory safety as it is an access-control issue. This occurs via the semconfig() syscall.",
2000-01-24,FreeBSD-SA-00:02.procfs,5e2664428ca6992976b23992aa33e667fd73b229,,,,,,,X,,local,,,,,,X,,,,X,,,setuid programs may be abused to access privileged procfs files via sdin/out/err. Not clear how this is triggered but not memory-safety related.,
